phage,host,phage_name,host_name
NC_022342,CP002815,"Propionibacterium phage PHL111M01, complete genome","Propionibacterium acnes 6609, complete genome"
NC_022340,CP002815,"Propionibacterium phage PHL114L00, complete genome","Propionibacterium acnes 6609, complete genome"
NC_022341,CP002815,"Propionibacterium phage PHL113M01, complete genome","Propionibacterium acnes 6609, complete genome"
KR337648,CP002815,"Propionibacterium phage SKKY, complete genome","Propionibacterium acnes 6609, complete genome"
KR337649,CP002815,"Propionibacterium phage Keiki, complete genome","Propionibacterium acnes 6609, complete genome"
NC_028678,CP014475,"Mycobacterium phage Cabrinians, complete genome","Mycobacterium phlei strain CCUG 21000, complete genome"
KR337643,CP002815,"Propionibacterium phage MrAK, complete genome","Propionibacterium acnes 6609, complete genome"
KR337646,CP002815,"Propionibacterium phage Wizzo, complete genome","Propionibacterium acnes 6609, complete genome"
KR337647,CP002815,"Propionibacterium phage Solid, complete genome","Propionibacterium acnes 6609, complete genome"
KR337644,CP002815,"Propionibacterium phage Procrass1, complete genome","Propionibacterium acnes 6609, complete genome"
KR337645,CP002815,"Propionibacterium phage Kubed, complete genome","Propionibacterium acnes 6609, complete genome"
KU189325,AP009493,"Streptomyces phage Maih, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_010325,HG530068,"Pseudomonas phage LUZ24, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
MF197383,CP004353,"Corynebacterium phage Poushou, complete genome","Corynebacterium vitaeruminis DSM 20294, complete genome"
NC_010326,HG530068,"Pseudomonas phage LUZ19, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_028987,CP009257,"Acinetobacter phage IME200, complete genome","Acinetobacter baumannii strain AB030, complete genome"
NC_015294,HG530068,"Pseudomonas phage PAK_P1, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_029692,NC_001637,"Brazilian marseillevirus strain BH2014, complete genome","Acanthamoeba castellanii mitochondrion, complete genome"
NC_028982,CM000736,"Bacillus phage JL, complete genome","Bacillus cereus F65185 chromosome, whole genome shotgun sequence"
NC_028983,CM000736,"Bacillus phage Shanette, complete genome","Bacillus cereus F65185 chromosome, whole genome shotgun sequence"
NC_028980,HG530068,"Pseudomonas phage PAE1, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_004306,CP010812,"Vibrio phage fs1, complete genome","Vibrio cholerae strain 10432-62, complete genome"
NC_018452,CP011301,"Burkholderia phage DC1, complete genome","Burkholderia cepacia strain LO6, complete genome"
NC_011048,AP012495,"Bacillus phage phi29, complete genome","Bacillus subtilis BEST7613 DNA, complete genome"
NC_007497,CP011301,"Burkholderia phage Bcep176, complete genome","Burkholderia cepacia strain LO6, complete genome"
NC_021562,CP010812,"Vibrio phage VFJ, complete genome","Vibrio cholerae strain 10432-62, complete genome"
NC_021560,CP000628,Rhizobium phage RR1-A genomic sequence,"Agrobacterium radiobacter K84 chromosome 1, complete sequence"
NC_001942,CP001047,"Mycoplasma phage MAV1, complete genome","Mycoplasma arthritidis 158L3-1, complete genome"
NC_024123,HG530068,"Pseudomonas phage KPP25 DNA, complete sequence","Pseudomonas aeruginosa PA38182, complete genome"
KU530220,AP009493,"Streptomyces phage Xkcd426, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_021800,CP009976,"Cellulophaga phage phi46:1, complete genome","Cellulophaga baltica 18, complete genome"
MH229864,AP009493,"Streptomyces phage UNTPL, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
MH229865,AP009493,"Streptomyces phage LazerLemon, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
MH229862,AP009493,"Streptomyces phage Henoccus, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
MH229863,AP009493,"Streptomyces phage JackieB, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_021806,CP009976,"Cellulophaga phage phi14:2, complete genome","Cellulophaga baltica 18, complete genome"
NC_029097,CP001312,"Rhodobacter phage RcTitan, complete genome","Rhodobacter capsulatus SB 1003, complete genome"
NC_021790,CP009976,"Cellulophaga phage phi18:1, complete genome","Cellulophaga baltica 18, complete genome"
NC_022986,HG530068,"Pseudomonas phage PAK_P4, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_024149,AP017373,"Lactoccocus phage WP-2, complete genome","Lactococcus garvieae DNA, complete genome, strain: 122061"
NC_028933,HG530068,"Pseudomonas phage PhiCHU, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_005354,CP016400,"Lactobacillus prophage Lj928, complete genome","Lactobacillus johnsonii strain BS15, complete sequence"
NC_005355,CP016400,"Lactobacillus prophage Lj965, complete genome","Lactobacillus johnsonii strain BS15, complete sequence"
MF919505,CP002815,"Propionibacterium phage DrParker, complete genome","Propionibacterium acnes 6609, complete genome"
NC_014789,KC990831,"Ostreococcus tauri virus 2, complete genome","Ostreococcus tauri chloroplast, complete genome"
NC_027622,CP002815,"Propionibacterium phage Stormborn, complete genome","Propionibacterium acnes 6609, complete genome"
NC_027623,CP002815,"Propionibacterium phage Pirate, complete genome","Propionibacterium acnes 6609, complete genome"
NC_021794,CP009976,"Cellulophaga phage phi18:3, complete genome","Cellulophaga baltica 18, complete genome"
NC_027628,CP002815,"Propionibacterium phage Lauchelly, complete genome","Propionibacterium acnes 6609, complete genome"
NC_027629,CP002815,"Propionibacterium phage Attacne, complete genome","Propionibacterium acnes 6609, complete genome"
NC_024782,HG530068,"Pseudomonas phage MP48, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_024367,CP000830,"Dinoroseobacter phage DFL12phi1, complete genome","Dinoroseobacter shibae DFL 12, complete genome"
NC_014229,BA000030,"Streptomyces phage phiSASD1, complete genome","Streptomyces avermitilis MA-4680 = NBRC 14893 DNA, complete genome"
NC_024369,CP010812,"Vibrio phage X29, complete genome","Vibrio cholerae strain 10432-62, complete genome"
NC_009816,AP017369,"Corynebacterium phage P1201, complete genome","Corynebacterium glutamicum DNA, complete genome, strain: N24"
MH926057,CP004353,"Corynebacterium phage Kimchi1738, complete genome","Corynebacterium vitaeruminis DSM 20294, complete genome"
MH926056,CP004353,"Corynebacterium phage Cruella, complete genome","Corynebacterium vitaeruminis DSM 20294, complete genome"
NC_009818,HG530068,"Pseudomonas phage MP22, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
MG925353,CP014475,"Mycobacterium phage Nozo, complete genome","Mycobacterium phlei strain CCUG 21000, complete genome"
NC_028919,HG530068,"Pseudomonas phage DL54, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_027997,CP012196,"Campylobacter phage CP220, complete genome","Campylobacter gracilis strain ATCC 33236, complete genome"
NC_029002,NC_010296,"Microcystis phage MaMV-DC, complete genome","Microcystis aeruginosa NIES-843 DNA, complete genome"
NC_029005,BA000030,"Streptomyces phage phiSAJS1, complete genome","Streptomyces avermitilis MA-4680 = NBRC 14893 DNA, complete genome"
NC_028809,HG530068,"Pseudomonas phage PaMx74, partial genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_027367,CP002815,"Propionibacterium phage PHL132N00, complete genome","Propionibacterium acnes 6609, complete genome"
NC_027362,CP002815,"Propionibacterium phage PHL116M00, complete genome","Propionibacterium acnes 6609, complete genome"
NC_027361,CP002815,"Propionibacterium phage PHL085N00, complete genome","Propionibacterium acnes 6609, complete genome"
NC_004736,CP010812,"Vibrio phage VGJphi, complete genome","Vibrio cholerae strain 10432-62, complete genome"
NC_022337,CP002815,"Propionibacterium phage PHL071N05, complete genome","Propionibacterium acnes 6609, complete genome"
NC_022336,CP002815,"Propionibacterium phage PHL010M04, complete genome","Propionibacterium acnes 6609, complete genome"
NC_022335,CP002815,"Propionibacterium phage PHL067M10, complete genome","Propionibacterium acnes 6609, complete genome"
NC_022334,CP002815,"Propionibacterium phage PHL112N00, complete genome","Propionibacterium acnes 6609, complete genome"
NC_030909,CP009257,"Pseudomonas phage YMC11/07/P54_PAE_BP, complete genome","Acinetobacter baumannii strain AB030, complete genome"
NC_030908,HG530068,"Pseudomonas phage JBD69, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_037667,NC_001637,"Pandoravirus quercus, complete genome","Acanthamoeba castellanii mitochondrion, complete genome"
NC_022338,CP002815,"Propionibacterium phage PHL060L00, complete genome","Propionibacterium acnes 6609, complete genome"
MH155869,FN554889,"Streptomyces phage HotFries, complete genome",Streptomyces scabiei 87.22 complete genome
NC_031119,CP002815,"Propionibacterium phage Enoki, complete genome","Propionibacterium acnes 6609, complete genome"
NC_031117,CP009257,"Acinetobacter phage LZ35, complete genome","Acinetobacter baumannii strain AB030, complete genome"
NC_031116,JTHH01000008,"Bacillus phage Zuko, complete genome","Bacillus thuringiensis serovar morrisoni strain HD 600 BG10.Contig244, whole genome shotgun sequence"
NC_003793,CP013197,"Spiroplasma phage 1-C74, complete genome","Spiroplasma citri strain R8-A2, complete sequence"
MG920059,CP014475,"Mycobacterium phage Baloo, complete genome","Mycobacterium phlei strain CCUG 21000, complete genome"
NC_031938,CP012388,"Flavobacterium phage Fpv6, complete genome","Flavobacterium psychrophilum strain Z1, complete genome"
MK433268,AP009493,"Streptomyces phage Popy, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
MK433269,AP009493,"Streptomyces phage Madamato, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
MF541404,AP009493,"Streptomyces phage BryanRecycles, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_004820,CM000736,"Bacillus prophage phBC6A51, complete genome","Bacillus cereus F65185 chromosome, whole genome shotgun sequence"
NC_031931,CP012388,"Flavobacterium phage Fpv2, complete genome","Flavobacterium psychrophilum strain Z1, complete genome"
MH047633,CP014475,"Mycobacterium phage Pistachio, complete genome","Mycobacterium phlei strain CCUG 21000, complete genome"
MH047632,CP014475,"Mycobacterium phage Puppy, complete genome","Mycobacterium phlei strain CCUG 21000, complete genome"
NC_012757,CP010812,"Vibrio phage VEJphi, complete genome","Vibrio cholerae strain 10432-62, complete genome"
NC_022751,MRCG01000001,"Cyanophage PP, complete genome","Phormidium tenue NIES-30 NIES-30_Scaffold_1, whole genome shotgun sequence"
NC_021793,CP009976,"Cellulophaga phage phi48:2, complete genome","Cellulophaga baltica 18, complete genome"
NC_028663,CP000554,"Cyanophage P-TIM40, complete genome","Prochlorococcus marinus str. MIT 9303, complete genome"
NC_013692,HG530068,"Pseudomonas phage LIT1, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_028667,HG530068,Pseudomonas phage vB_PaeS_PM105,"Pseudomonas aeruginosa PA38182, complete genome"
NC_028702,CP017420,"Delftia phage IME-DE1, complete genome","Delftia tsuruhatensis strain CM13, complete genome"
MK433278,AP009493,"Streptomyces phage Nerdos, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_021529,CP016349,"Vibrio phage nt-1, complete genome","Vibrio natriegens strain CCUG 16373 chromosome 1, complete sequence"
NC_013691,HG530068,"Pseudomonas phage LUZ7, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_015157,CP010812,"Vibrio phage ICP1, complete genome","Vibrio cholerae strain 10432-62, complete genome"
NC_020835,CP000554,Prochlorococcus phage P-SSP10 genomic sequence,"Prochlorococcus marinus str. MIT 9303, complete genome"
NC_015159,CP010812,"Vibrio phage ICP3, complete genome","Vibrio cholerae strain 10432-62, complete genome"
NC_015158,CP010812,"Vibrio phage ICP2, complete genome","Vibrio cholerae strain 10432-62, complete genome"
NC_013756,NC_001637,"Marseillevirus marseillevirus strain T19, complete genome","Acanthamoeba castellanii mitochondrion, complete genome"
NC_031945,CP012388,"Flavobacterium phage Fpv11, complete genome","Flavobacterium psychrophilum strain Z1, complete genome"
NC_031065,CP012598,"Salmonella phage vB_SnwM_CGG4-1, complete genome","Salmonella enterica subsp. enterica serovar Newport strain 0211-109, complete genome"
NC_031063,HG530068,"Pseudomonas phage PEV2, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_017974,CALF01000071,"Cronobacter phage CR3, complete genome","Cronobacter sakazakii 696 WGS project CALF00000000 data, contig Csakazakii_696, whole genome shotgun sequence"
NC_017976,CM000736,"Bacillus phage PBC1, complete genome","Bacillus cereus F65185 chromosome, whole genome shotgun sequence"
NC_017971,CP005976,Pseudomonas phage tf complete genome,"Pseudomonas putida H8234, complete genome"
MH590589,AP009493,"Streptomyces phage SparkleGoddess, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_004735,CP001807,"Rhodothermus phage RM378, complete genome","Rhodothermus marinus DSM 4252, complete genome"
NC_017972,CP005976,"Pseudomonas phage Lu11, complete genome","Pseudomonas putida H8234, complete genome"
NC_004827,AP014520,"Bacteriophage Aaphi23, complete genome","Aggregatibacter actinomycetemcomitans NUM4039 DNA, complete genome"
NC_027397,CP010812,"Vibrio phage QH, complete genome","Vibrio cholerae strain 10432-62, complete genome"
NC_021322,CP006884,"Halovirus HHTV-1, complete genome","Haloarcula hispanica N601 chromosome 1, complete sequence"
NC_027393,CP010812,"Vibrio phage J2, complete genome","Vibrio cholerae strain 10432-62, complete genome"
NC_004821,CM000736,"Bacillus prophage phBC6A52, complete genome","Bacillus cereus F65185 chromosome, whole genome shotgun sequence"
NC_027391,CP002815,"Propionibacterium phage PHL041M10, complete genome","Propionibacterium acnes 6609, complete genome"
MG198777,CP004353,"Corynebacterium phage Darwin, complete genome","Corynebacterium vitaeruminis DSM 20294, complete genome"
MH178381,AP009493,"Streptomyces phage BayC, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_000852,HQ914635,"Paramecium bursaria Chlorella virus 1, complete genome","Chlorella variabilis plastid, complete genome"
NC_005258,JTHH01000008,"Bacillus phage Bam35c, complete genome","Bacillus thuringiensis serovar morrisoni strain HD 600 BG10.Contig244, whole genome shotgun sequence"
MH178382,AP009493,"Streptomyces phage Salete, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_015290,CP000554,"Prochlorococcus phage P-SSM7, complete genome","Prochlorococcus marinus str. MIT 9303, complete genome"
NC_018857,CM000736,"Bacillus phage BPS13, complete genome","Bacillus cereus F65185 chromosome, whole genome shotgun sequence"
NC_018856,CM000736,"Bacillus phage Bastille, complete genome","Bacillus cereus F65185 chromosome, whole genome shotgun sequence"
NC_018853,BA000030,"Streptomyces virus TG1, complete genome","Streptomyces avermitilis MA-4680 = NBRC 14893 DNA, complete genome"
NC_018852,CP002815,"Propionibacterium phage P100D, complete genome","Propionibacterium acnes 6609, complete genome"
NC_018851,CP002815,"Propionibacterium phage ATCC29399B_C, complete genome","Propionibacterium acnes 6609, complete genome"
NC_009447,CP011301,"Burkholderia phage BcepGomr, complete genome","Burkholderia cepacia strain LO6, complete genome"
NC_025431,AP017605,"Mesorhizobium phagevB_MloP_Lo5R7ANS, complete genome","Mesorhizobium loti DNA, nearly complete genome, strain: TONO"
MG518520,AP009493,"Streptomyces phage Immanuel3, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_007024,CP011256,"Xanthomonas phage Xp15, complete genome","Xanthomonas arboricola strain 17, complete genome"
NC_018454,CALF01000071,"Cronobacter phage phiES15, complete genome","Cronobacter sakazakii 696 WGS project CALF00000000 data, contig Csakazakii_696, whole genome shotgun sequence"
NC_031245,AP012495,"Bacillus phage SP-15, complete genome","Bacillus subtilis BEST7613 DNA, complete genome"
NC_028848,CP009257,"Acinetobacter phage Fri1, complete genome","Acinetobacter baumannii strain AB030, complete genome"
NC_017984,CP009257,"Acinetobacter bacteriophage AP22, complete genome","Acinetobacter baumannii strain AB030, complete genome"
NC_029046,CP003563,"Sinorhizobium phage phiLM21, complete genome","Sinorhizobium fredii USDA 257, complete genome"
NC_002484,HG530068,"Bacteriophage D3, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_024137,CM000736,"Bacillus phage Bcp1, complete genome","Bacillus cereus F65185 chromosome, whole genome shotgun sequence"
MF919533,CP002815,"Propionibacterium phage Supernova, complete genome","Propionibacterium acnes 6609, complete genome"
NC_020083,CP013913,"Serratia phage phiMAM1, complete genome","Serratia fonticola strain GS2, complete genome"
NC_028967,CP002815,"Propionibacterium phage PAC1, complete genome","Propionibacterium acnes 6609, complete genome"
NC_028684,CP009257,"Acinetobacter phage vB_AbaP_PD-6A3, complete genome","Acinetobacter baumannii strain AB030, complete genome"
NC_023576,NC_013716,Citrobacter phage CR44b complete genome,"Citrobacter rodentium ICC168, complete genome"
NC_023570,CP009257,"Acinetobacter phage Petty, complete genome","Acinetobacter baumannii strain AB030, complete genome"
NC_019402,CALF01000071,"Cronobacter phage vB_CsaP_GAP52, complete genome","Cronobacter sakazakii 696 WGS project CALF00000000 data, contig Csakazakii_696, whole genome shotgun sequence"
NC_019400,CALF01000071,"Cronobacter phage vB_CsaM_GAP31, complete genome","Cronobacter sakazakii 696 WGS project CALF00000000 data, contig Csakazakii_696, whole genome shotgun sequence"
NC_031098,CP009257,"Acinetobacter phage vB_AbaS_TRS1, complete genome","Acinetobacter baumannii strain AB030, complete genome"
NC_031096,BX950851,"Pectobacterium phage PP90, complete genome","Erwinia carotovora subsp. atroseptica SCRI1043, complete genome"
NC_031091,HG530068,"Pseudomonas phage MD8, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_022974,HG530068,"Pseudomonas phage CHA_P1, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_022971,HG530068,"Pseudomonas phage phiIBB-PAA2, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_022970,HG530068,"Pseudomonas phage PAK_P3, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
MK305888,CP013129,"Streptomyces phage Austintatious, complete genome","Streptomyces venezuelae strain ATCC 15439, complete genome"
NC_016659,CP000554,"Cyanophage NATL2A-133, complete genome","Prochlorococcus marinus str. MIT 9303, complete genome"
NC_019927,CALF01000071,"Cronobacter phage ENT47670, complete genome","Cronobacter sakazakii 696 WGS project CALF00000000 data, contig Csakazakii_696, whole genome shotgun sequence"
NC_016657,CP000554,"Cyanophage 9515-10a, complete genome","Prochlorococcus marinus str. MIT 9303, complete genome"
NC_029032,MRCG01000001,"Phormidium phage MIS-PhV1A, complete genome","Phormidium tenue NIES-30 NIES-30_Scaffold_1, whole genome shotgun sequence"
NC_004996,CP014326,"Streptococcus phage SM1, complete genome","Streptococcus mitis strain SVGS_061, complete genome"
NC_001628,HG530068,"Pseudomonas phage PP7, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_003313,CP010812,"Vibrio phage K139, complete genome","Vibrio cholerae strain 10432-62, complete genome"
NC_008717,HG530068,"Pseudomonas phage DMS3, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_007808,HG530068,"Pseudomonas phage PA11, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_007809,HG530068,"Pseudomonas phage M6, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_020878,CP000554,Prochlorococcus phage P-GSP1 genomic sequence,"Prochlorococcus marinus str. MIT 9303, complete genome"
NC_019525,CP002930,"Bdellovibrio phage phi1422, complete genome","Bdellovibrio bacteriovorus str. Tiberius, complete genome"
NC_020874,CP000554,Prochlorococcus phage P-SSP3 genomic sequence,"Prochlorococcus marinus str. MIT 9303, complete genome"
NC_028748,JTHH01000008,"Bacillus phage vB_BtS_BMBtp3, complete genome","Bacillus thuringiensis serovar morrisoni strain HD 600 BG10.Contig244, whole genome shotgun sequence"
NC_007805,HG530068,"Pseudomonas phage F10, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_007806,HG530068,"Pseudomonas phage 73, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_007807,HG530068,"Pseudomonas phage 119X, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_031027,JTHH01000008,"Bacillus phage SageFayge, complete genome","Bacillus thuringiensis serovar morrisoni strain HD 600 BG10.Contig244, whole genome shotgun sequence"
NC_031024,JTHH01000008,"Bacillus phage Belinda, complete genome","Bacillus thuringiensis serovar morrisoni strain HD 600 BG10.Contig244, whole genome shotgun sequence"
NC_029024,CM000736,"Bacillus phage 250, complete genome","Bacillus cereus F65185 chromosome, whole genome shotgun sequence"
NC_030940,HG530068,"Pseudomonas phage phi3, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_030947,HG530068,"Clostridium phage phiCT19406B, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_004462,AP017920,"Thermus thermophilus phage IN93, complete genome","Thermus thermophilus DNA, complete genome, strain: TMY"
NC_022091,HG530068,"Pseudomonas phage MPK7, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_009543,CP000967,"Xanthomonas phage Xop411, complete genome","Xanthomonas oryzae pv. oryzae PXO99A, complete genome"
NC_009542,CP007567,"Aeromonas phage phiO18P, complete genome","Aeromonas media WS, complete genome"
NC_009541,CP002815,"Propionibacterium phage PA6, complete genome","Propionibacterium acnes 6609, complete genome"
NC_011523,CP009902,"Bacillus phage AP50, complete genome","Bacillus anthracis strain 2002013094, complete genome"
KR337654,CP002815,"Propionibacterium phage Ouroboros, complete genome","Propionibacterium acnes 6609, complete genome"
NC_027118,CP010812,"Vibrio phage phiVC8, complete genome","Vibrio cholerae strain 10432-62, complete genome"
NC_027292,CP005976,"Pseudomonas phage Pf-10, complete genome","Pseudomonas putida H8234, complete genome"
NC_004902,CP000967,"Xanthomonas phage Xp10, complete genome","Xanthomonas oryzae pv. oryzae PXO99A, complete genome"
NC_027296,CP007641,"Rhizobium phage RHEph06, complete genome","Rhizobium etli bv. phaseoli str. IE4803, complete genome"
NC_027295,CP002815,"Propionibacterium phage PHL199M00, complete genome","Propionibacterium acnes 6609, complete genome"
NC_027294,CP002815,"Propionibacterium phage PHL150M00, complete genome","Propionibacterium acnes 6609, complete genome"
NC_019813,HG530068,"Pseudomonas phage vB_PaeP_p2-10_Or1, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_015453,CP002815,"Propionibacterium phage PAS50 endogenous virus, complete genome","Propionibacterium acnes 6609, complete genome"
NC_015454,CP002815,"Propionibacterium phage PAD20 endogenous virus, complete genome","Propionibacterium acnes 6609, complete genome"
NC_027373,CP002815,"Propionibacterium phage PHL030N00, complete genome","Propionibacterium acnes 6609, complete genome"
NC_001956,CP010812,"Vibrio phage fs2, complete genome","Vibrio cholerae strain 10432-62, complete genome"
NC_007346,NC_007288,"Emiliania huxleyi virus 86, complete genome","Emiliania huxleyi chloroplast, complete genome"
NC_006945,JTHH01000008,"Bacillus phage GIL16c, complete genome","Bacillus thuringiensis serovar morrisoni strain HD 600 BG10.Contig244, whole genome shotgun sequence"
NC_029081,BX950851,"Pectobacterium phage Peat1, complete genome","Erwinia carotovora subsp. atroseptica SCRI1043, complete genome"
NC_029083,HG530068,"Pseudomonas phage PaoP5, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_028887,JTHH01000008,"Bacillus phage AvesoBmore, complete genome","Bacillus thuringiensis serovar morrisoni strain HD 600 BG10.Contig244, whole genome shotgun sequence"
NC_028886,JTHH01000008,"Bacillus phage phi4B1, complete genome","Bacillus thuringiensis serovar morrisoni strain HD 600 BG10.Contig244, whole genome shotgun sequence"
NC_028885,HG530068,"Pseudomonas phage DL64, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_021802,CP009976,"Cellulophaga phage phi10:1, complete genome","Cellulophaga baltica 18, complete genome"
NC_029078,CP014861,"Erysipelothrix phage SE-1, complete genome","Erysipelothrix rhusiopathiae strain GXBY-1 chromosome, complete genome"
NC_021803,CP009976,"Cellulophaga phage phi13:2, complete genome","Cellulophaga baltica 18, complete genome"
MG812488,CP014475,"Mycobacterium phage Frankie, complete genome","Mycobacterium phlei strain CCUG 21000, complete genome"
KT186228,CP013129,"Streptomyces phage Amela, complete genome","Streptomyces venezuelae strain ATCC 15439, complete genome"
KT186229,CP013129,"Streptomyces phage Verse, complete genome","Streptomyces venezuelae strain ATCC 15439, complete genome"
NC_006548,HG530068,"Pseudomonas phage B3, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_021805,CP009976,"Cellulophaga phage phi12a:1, complete genome","Cellulophaga baltica 18, complete genome"
NC_029047,CM003594,"Verrucomicrobia phage P8625, complete genome","Psychrobacter sp. P11F6 chromosome, whole genome shotgun sequence"
NC_023007,CP009902,"Bacillus phage vB_BanS-Tsamsa, complete genome","Bacillus anthracis strain 2002013094, complete genome"
MF919491,CP002815,"Propionibacterium phage Aquarius, complete genome","Propionibacterium acnes 6609, complete genome"
NC_009803,AP017920,"Thermus phage P23-45, complete genome","Thermus thermophilus DNA, complete genome, strain: TMY"
NC_001884,AP012495,"Bacillus phage SPBc2, complete genome","Bacillus subtilis BEST7613 DNA, complete genome"
NC_005069,HF571988,"Yersinia phage PY54, complete genome",Yersinia enterocolitica (type O:5) YE53/03 complete genome
NC_004165,AP012495,"Bacillus phage B103, complete genome","Bacillus subtilis BEST7613 DNA, complete genome"
NC_027370,CP002815,"Propionibacterium phage PHL179M00, complete genome","Propionibacterium acnes 6609, complete genome"
NC_027371,CP002815,"Propionibacterium phage Pacnes 2012-15, complete genome","Propionibacterium acnes 6609, complete genome"
NC_001365,CP013197,"Spiroplasma phage 1-R8A2B, complete genome","Spiroplasma citri strain R8-A2, complete sequence"
NC_014649,NC_001637,"Acanthamoeba polyphaga mimivirus, complete genome","Acanthamoeba castellanii mitochondrion, complete genome"
NC_028817,HG530068,"Pseudomonas phage K8, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_028818,AP009493,"Streptomyces phage TP1604, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_023717,CALF01000071,"Cronobacter phage CR9, complete genome","Cronobacter sakazakii 696 WGS project CALF00000000 data, contig Csakazakii_696, whole genome shotgun sequence"
MH536811,AP009493,"Streptomyces phage Annadreamy, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_028955,CP000554,"Prochlorococcus phage P-TIM68, complete genome","Prochlorococcus marinus str. MIT 9303, complete genome"
NC_028954,CP001312,"Rhodobacter phage RcRhea, complete genome","Rhodobacter capsulatus SB 1003, complete genome"
MH536815,AP009493,"Streptomyces phage Crosby, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_030910,HG530068,"Pseudomonas phage K5, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_021789,CP009976,"Cellulophaga phage phi19:3, complete genome","Cellulophaga baltica 18, complete genome"
NC_030918,HG530068,"Pseudomonas phage JBD93, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
MH155872,FN554889,"Streptomyces phage Moozy, complete genome",Streptomyces scabiei 87.22 complete genome
MH155877,FN554889,"Streptomyces phage Rainydai, complete genome",Streptomyces scabiei 87.22 complete genome
MH155878,FN554889,"Streptomyces phage RavenPuff, complete genome",Streptomyces scabiei 87.22 complete genome
NC_009936,HG530068,"Pseudomonas phage LKA1, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
MK112550,AP009493,"Streptomyces phage Olicious, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_009935,HG530068,"Pseudomonas phage LKD16, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_031100,JTHH01000008,"Bacillus phage Phrodo, complete genome","Bacillus thuringiensis serovar morrisoni strain HD 600 BG10.Contig244, whole genome shotgun sequence"
MK433271,AP009493,"Streptomyces phage Indigo, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
